Metabolite,HMDB Name,Shift (ppm),Hs,Type,J (Hz),Height,Physiological Charge,SMILES,InChlKey,pKa (Strongest Acidic),pKa (Strongest Basic),Blood,Urine,Feces,Saliva,Cerebrospinal Fluid (CSF),Amniotic Fluid,Aqueous Humour,Ascites Fluid,Breast Milk,Lymph,Sweat,Tears
Epitestosterone,HMDB00628,0.745,3,s,NA,0.4866,0,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MUMGGOZAMZWBJJ-KZYORJDKSA-N,3.89,4.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Verapamil,HMDB01850,0.745,3,d,6.66,0.3092,1,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,InChIKey=SGTNSNPWRIOYBX-UHFFFAOYSA-N,12.45,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dihydroandrosterone,HMDB00554,0.755,3,s,NA,1,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,InChIKey=CBMYJHIOYJEBSB-KHOSGYARSA-N,3.62,9.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Medroxyprogesterone,HMDB01939,0.775,3,s,NA,0.209,0,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,InChIKey=FRQMUZJSZHZSGN-HBNHAYAOSA-N,4.94,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycyrrhetinic acid,HMDB11628,0.775,3,s,NA,0.8527,-1,CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O,InChIKey=MPDGHEJMBKOTSU-WFJWTYAKSA-N,1.86,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beta-Sitosterol,HMDB00852,0.785,9,m,NA,0.0365,0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,InChIKey=KZJWDPNRJALLNS-VJSFXXLFSA-N,-33,-2,9.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Danazol,HMDB02835,0.785,3,s,NA,1,0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,InChIKey=POZRVZJJTULAOH-LHZXLZLDSA-N,2.89,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uvaol,HMDB02391,0.785,3,d,5.5,0.2924,0,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(CO)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C,InChIKey=XUARCIYIVXVTAE-ZAPOICBTSA-N,13.56,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17a-Estradiol,HMDB00429,0.785,3,s,NA,0.8287,0,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,InChIKey=VOXZDWNPVJITMN-SFFUCWETSA-N,1.22,-6.1,NaN,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Campesterol,HMDB02869,0.805,6,m,NA,0.0715,0,[H][C@@]12CC[C@H]([C@H](C)CC[C@H](C)C(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=SGNBVLSWZMBQTH-ZRUUVFCLSA-N,1.87,8,8.346666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Azythromycin,HMDB01916,0.805,3,t,7.46,0.1198,2,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@H]([C@@H]2O)N(C)C)[C@@](C)(O)C[C@H](C)CN(C)[C@@H](C)[C@@H](O)[C@]1(C)O,InChIKey=MQTOSJVFKKJCRP-HHZDEWPHSA-N,3.84,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lathosterol,HMDB01170,0.815,2,s,NA,0.0624,0,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,InChIKey=IZVFFXVYBHFIHY-SKCNUYALSA-N,1.57,-2.4,3.905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dihydroandrosterone,HMDB00554,0.815,3,s,NA,0.9623,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,InChIKey=CBMYJHIOYJEBSB-KHOSGYARSA-N,3.62,9.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Testosterone,HMDB00234,0.819,3,s,NA,0.992,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MUMGGOZAMZWBJJ-DYKIIFRCSA-N,4.56,-2.8,NaN,1.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Corticosterone,HMDB01547,0.825,2,s,NA,0.1646,0,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2.79,-0.13,0.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Menthol,HMDB03352,0.825,3,d,6.93,0.93,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,InChIKey=NOOLISFMXDJSKH-KXUCPTDWSA-N,14.58,-3,0.064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taurocholic acid,HMDB00036,0.825,3,s,NA,1,-1,[H][C@@]12C[C@H](O)CCC1(C)C1C[C@H](O)C3(C)C(CCC3C1[C@H](O)C2)C(C)CCC(=O)NCCS(O)(=O)=O,InChIKey=WBWWGRHZICKQGZ-BKXUXKPJSA-N,19.03,-2.8,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5alpha-Cholestanol,HMDB00908,0.825,2,s,NA,1,0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,InChIKey=QYIXCDOBOSTCEI-QCYZZNICSA-N,4.05,-3,9.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uvaol,HMDB02391,0.825,1,m,NA,0.0641,0,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(CO)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C,InChIKey=XUARCIYIVXVTAE-ZAPOICBTSA-N,13.56,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corticosterone,HMDB01547,0.835,1,s,NA,0.061,0,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=OMFXVFTZEKFJBZ-HJTSIMOOSA-N,2.79,-0.13,0.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Palmitoylcarnitine,HMDB00222,0.835,6,t,6.59,0.1806,0,CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,InChIKey=XOMRRQXKHMYMOC-OAQYLSRUSA-N,1.62,-0.58,0.113,0.5,NaN,0.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Hydroxy-3-methylbutyric acid,HMDB00407,0.835,18,d,6.87,0.3551,-1,CC(C)C(O)C(O)=O,InChIKey=NGEWQZIDQIYUNV-UHFFFAOYSA-N,4.6,-7,6.1,NaN,NaN,3.13,7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-alpha.20-alpha-Dihydroxypregn-4-en-3-one,HMDB11653,0.835,1,m,NA,0.0501,0,[H][C@@]12CC[C@](O)([C@H](C)O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=MASCESDECGBIBB-HNXXTFFGSA-N,1.86,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Hydroxyestrone,HMDB00343,0.835,3,s,NA,1,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3,InChIKey=SWINWPBPEKHUOD-JPVZDGGYSA-N,4,-2.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Androstanedione,HMDB00899,0.835,1,m,NA,0.0781,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,InChIKey=RAJWOBJTTGJROA-WZNAKSSCSA-N,1.86,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Methoxyestrone,HMDB00010,0.845,3,s,NA,0.5343,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3,InChIKey=WHEUWNKSCXYKBU-QPWUGHHJSA-N,1.87,10,NaN,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ergocalciferol,HMDB00900,0.845,6,dd,9.38 6.79,0.0721,0,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,InChIKey=MECHNRXZTMCUDQ-RKHKHRCZSA-N,3.25,-6.3,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stigmasterol,HMDB00937,0.845,4,m,NA,0.7221,0,CC[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)C,InChIKey=HCXVJBMSMIARIN-PHZDYDNGSA-N,16.3,5.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin D2,HMDB01403,0.855,3,t,NA,0.1013,-1,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,InChIKey=BHMBVRSPMRCCGG-OUTUXVNYSA-N,3.65,5.53,2.00E-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cholesterol sulfate,HMDB00653,0.855,6,dd,6.60 2.92,0.7883,-1,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O,InChIKey=BHYOQNUELFTYRT-DPAQBDIFSA-N,1.22,-1.3,5.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11a-Hydroxyprogesterone,HMDB00920,0.855,2,m,NA,0.099,0,[H][C@@]12CCC(C(C)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,InChIKey=BFZHCUBIASXHPK-ODYOLWGQSA-N,16.38,10.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3a.6a.7b-Trihydroxy-5b-cholanoic acid,HMDB00364,0.855,3,s,NA,0.7646,-1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,InChIKey=DKPMWHFRUGMUKF-NTPBNISXSA-N,1.08,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3a.6b.7b-Trihydroxy-5b-cholanoic acid,HMDB00415,0.855,3,s,NA,0.8792,-1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,InChIKey=DKPMWHFRUGMUKF-CRKPLTDNSA-N,3.85,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5a-Androstane-3b.17b-diol,HMDB00493,0.855,3,s,NA,0.6385,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C,InChIKey=CBMYJHIOYJEBSB-YSZCXEEOSA-N,1.47,-3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Arachidyl alcohol,HMDB11619,0.855,3,t,NA,0.0445,0,CCCCCCCCCCCCCCCCCCCCO,InChIKey=BTFJIXJJCSYFAL-UHFFFAOYSA-N,1.86,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Epiandrosterone,HMDB00365,0.855,3,s,NA,0.9523,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@@H](O)CC[C@]12C,InChIKey=QGXBDMJGAMFCBF-QRIARFFBSA-N,9.61,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tridecanoic acid,HMDB00910,0.864,3,t,7.1,0.0313,-1,CCCCCCCCCCCCC(O)=O,InChIKey=SZHOJFHSIKHZHA-UHFFFAOYSA-N,0.99,-3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Menthol,HMDB03352,0.865,1,dd,11.91 3.44,0.0931,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,InChIKey=NOOLISFMXDJSKH-KXUCPTDWSA-N,14.58,-3,0.064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L-Octanoylcarnitine,HMDB00791,0.865,2,t,6.66,0.1213,0,CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,InChIKey=CXTATJFJDMJMIY-CYBMUJFWSA-N,3.6,3.19,0.1755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Decanoylcarnitine,HMDB00651,0.865,3,t,6.61,0.1442,0,CCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=LZOSYCMHQXPBFU-UHFFFAOYSA-N,5,-6.2,0.2005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3-Hydroxydodecanoic acid,HMDB00387,0.865,3,t,NA,0.7755,-1,CCCCCCCCCC(O)CC(O)=O,InChIKey=MUCMKTPAZLSKTL-UHFFFAOYSA-N,18.3,-0.13,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taurocholic acid,HMDB00036,0.865,1,m,NA,0.1286,-1,[H][C@@]12C[C@H](O)CCC1(C)C1C[C@H](O)C3(C)C(CCC3C1[C@H](O)C2)C(C)CCC(=O)NCCS(O)(=O)=O,InChIKey=WBWWGRHZICKQGZ-BKXUXKPJSA-N,19.03,-2.8,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin E2,HMDB01220,0.865,3,t,NA,0.1101,-1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,InChIKey=XEYBRNLFEZDVAW-ARSRFYASSA-N,3.84,-3.2,3.7,NaN,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Caprylic acid,HMDB00482,0.865,3,m,NA,0.9394,-1,CCCCCCCC(O)=O,InChIKey=WWZKQHOCKIZLMA-UHFFFAOYSA-N,11.61,9.19,5.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Campesterol,HMDB02869,0.865,3,dd,NA,0.0575,0,[H][C@@]12CC[C@H]([C@H](C)CC[C@H](C)C(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=SGNBVLSWZMBQTH-ZRUUVFCLSA-N,1.87,8,8.346666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Capric acid,HMDB00511,0.865,3,br. s.,NA,0.5786,-1,CCCCCCCCCC(O)=O,InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N,2.5,-9.7,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alpha-Tocopherol,HMDB01893,0.865,5,m,NA,0.7092,0,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,InChIKey=GVJHHUAWPYXKBD-IEOSBIPESA-N,10.07,-4.2,30.94,NaN,NaN,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cholesterol,HMDB00067,0.865,6,d,2.15,0.6602,0,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(O)CC[C@]12C,InChIKey=HVYWMOMLDIMFJA-FNOPAARDSA-N,3.17,-0.54,3567.92,NaN,NaN,NA,6.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Azythromycin,HMDB01916,0.865,3,d,6.93,0.0748,2,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@H]([C@@H]2O)N(C)C)[C@@](C)(O)C[C@H](C)CN(C)[C@@H](C)[C@@H](O)[C@]1(C)O,InChIKey=MQTOSJVFKKJCRP-HHZDEWPHSA-N,3.84,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capryloylglycine,HMDB00832,0.865,3,t,NA,0.9814,-1,CCCCCCCC(=O)NCC(O)=O,InChIKey=SAVLIIGUQOSOEP-UHFFFAOYSA-N,3.15,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coenzyme A,HMDB01423,0.865,3,s,NA,0.8785,-4,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS,InChIKey=RGJOEKWQDUBAIZ-DRCCLKDXSA-N,16.92,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Medroxyprogesterone,HMDB01939,0.865,1,q,NA,0.0183,0,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,InChIKey=FRQMUZJSZHZSGN-HBNHAYAOSA-N,4.94,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Undecanoic acid,HMDB00947,0.865,3,t,6.78,0.6115,-1,CCCCCCCCCCC(O)=O,InChIKey=ZDPHROOEEOARMN-UHFFFAOYSA-N,1.8,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Heptanone,HMDB03671,0.865,3,t,7.18,0.622,0,CCCCCC(C)=O,InChIKey=CATSNJVOTSVZJV-UHFFFAOYSA-N,14.58,-3,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DL-2-Aminooctanoic acid,HMDB00991,0.865,3,t,NA,0.095,0,CCCCCCC(N)C(O)=O,InChIKey=AKVBCGQVQXPRLD-UHFFFAOYSA-N,3.05,9.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heptanoic acid,HMDB00666,0.865,2,t,7.03,1,-1,CCCCCCC(O)=O,InChIKey=MNWFXJYAOYHMED-UHFFFAOYSA-N,4.79,2.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hydroxyoctanoic acid,HMDB00711,0.865,3,t,NA,1,-1,CCCCCCC(O)C(O)=O,InChIKey=JKRDADVRIYVCCY-UHFFFAOYSA-N,17.26,-3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Octanal,HMDB01140,0.865,1,t,6.41,0.1704,0,CCCCCCCC=O,InChIKey=NUJGJRNETVAIRJ-UHFFFAOYSA-N,1.94,-6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pelargonic acid,HMDB00847,0.865,1,d,14,0.7395,-1,CCCCCCCCC(O)=O,InChIKey=FBUKVWPVBMHYJY-UHFFFAOYSA-N,3.16,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Prostaglandin E1,HMDB01442,0.865,3,t,NA,0.1542,-1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,InChIKey=GMVPRGQOIOIIMI-DWKJAMRDSA-N,0.83,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sulfolithocholic acid,HMDB00907,0.865,3,d,6.49,0.3186,-2,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@@H](CC[C@]12C)OS(O)(=O)=O,InChIKey=AXDXVEYHEODSPN-YPLGJCPNSA-N,0.45,9.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Octenoic acid,HMDB00392,0.873,3,t,7.03,1,-1,CCCCC\C=C/C(O)=O,InChIKey=CWMPPVPFLSZGCY-SREVYHEPSA-N,4.89,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etiocholanolone,HMDB00490,0.875,3,s,NA,0.8428,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,InChIKey=QGXBDMJGAMFCBF-BNSUEQOYSA-N,3.89,9.5,0.0013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4-Heptanone,HMDB04814,0.875,9,t,7.43,1,0,CCCC(=O)CCC,InChIKey=HCFAJYNVAYBARA-UHFFFAOYSA-N,1.86,-6.7,0.03,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vitamin D3,HMDB00876,0.875,2,d,2.53,0.1692,0,CC(C)CCC[C@@H](C)[C@H]1CCC2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,InChIKey=QYSXJUFSXHHAJI-QWSSABAFSA-N,1.1,-3.6,0.03705,NaN,NaN,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Caproic acid,HMDB00535,0.875,1,t,6.97,1,-1,CCCCCC(O)=O,InChIKey=FUZZWVXGSFPDMH-UHFFFAOYSA-N,10.28,8.13,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5alpha-Cholestanone,HMDB00871,0.875,6,dd,NA,0.902,0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,InChIKey=PESKGJQREUXSRR-UXIWKSIVSA-N,1.78,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trans-2-Octenoic acid,HMDB01568,0.875,3,t,7.09,1,-1,CCCCC\C=C\C(O)=O,InChIKey=CWMPPVPFLSZGCY-VOTSOKGWSA-N,14.58,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16-a-Hydroxypregnenolone,HMDB00315,0.875,1,m,NA,0.0257,0,[H][C@@]12C[C@@H](O)[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=ZAKJZPQDUPCXSD-YRWKUUEZSA-N,18.3,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17a-Hydroxypregnenolone,HMDB00363,0.875,1,td,NA,0.0411,0,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,InChIKey=JERGUCIJOXJXHF-TVWVXWENSA-N,4.56,-0.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2-Isopropylmalic acid,HMDB00402,0.875,3,d,6.87,0.4472,-2,CC(C)[C@@](O)(CC(O)=O)C(O)=O,InChIKey=BITYXLXUCSKTJS-ZETCQYMHSA-N,5.02,-6.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5beta-Coprostanol,HMDB00577,0.875,6,dd,6.60 2.64,0.1577,0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,InChIKey=QYIXCDOBOSTCEI-NWKZBHTNSA-N,4.42,-7.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ethylmethylacetic acid,HMDB02176,0.875,4,t,7.44,0.9207,-1,CCC(C)C(O)=O,InChIKey=WLAMNBDJUVNPJU-UHFFFAOYSA-N,4.82,-3.7,NaN,NaN,NaN,8.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hexanoylcarnitine,HMDB00705,0.875,1,t,6.93,0.1229,0,CCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,InChIKey=VVPRQWTYSNDTEA-UHFFFAOYSA-N,11.39,-6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Valproic acid,HMDB01877,0.875,6,t,7.31,1,-1,CCCC(CCC)C(O)=O,InChIKey=NIJJYAXOARWZEE-UHFFFAOYSA-N,4.45,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
